species,clip,k,arm,f0_annotated,strict_cents,oct_tol_cents,octave_correct,corr,coverage,n_scored
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R1.WAV,6,comb_noexempt,144.53125,2216.6553132053486,128.39154870399418,0.0,0.36267942563553723,0.967741935483871,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,0,comb,132.8125,423.4744065582897,241.72267992645834,1.0,0.4023979621158445,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,0,comb_noexempt,132.8125,2210.216975912813,159.08700126392046,0.0,0.6339908155693414,0.967741935483871,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,0,pyin,132.8125,51.42705346478705,51.42705346478705,1.0,0.9109733875017428,0.9354838709677419,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,2,comb,132.8125,427.19143490985687,259.6965950520825,1.0,0.7012229332488447,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,2,comb_noexempt,132.8125,1772.34332904205,139.66156639879108,0.0,0.034616285965042896,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,2,pyin,132.8125,1810.3296241786547,135.44580490583652,0.0,-0.5341616411120694,0.8709677419354839,27
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,4,comb,132.8125,500.1011440563117,245.36316856571236,1.0,-0.7588770652789505,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,4,comb_noexempt,132.8125,1762.2934344665964,134.7901202623107,0.0,-0.2895814551924942,0.9354838709677419,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,6,comb,132.8125,455.4968038375097,207.93929168279638,1.0,-0.5395296234739205,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,6,comb_noexempt,132.8125,2300.573724099584,156.94653453632878,0.0,0.5597174414852327,1.0,31
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-1_R2.WAV,6,pyin,132.8125,2222.5033741248353,199.85965655846672,0.0,0.2836900881305952,0.25806451612903225,8
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,0,comb,137.6953125,452.9009162945912,348.08364190301637,1.0,0.14708663405986347,1.0,32
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,0,comb_noexempt,137.6953125,2248.881280165263,83.89713869293945,0.0,0.5751854383642999,1.0,32
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,0,pyin,137.6953125,62.22088605541059,61.483996947274576,1.0,0.9188032360355868,0.90625,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,2,comb,137.6953125,451.22951770598644,342.7904904571294,1.0,0.21501901986531588,1.0,32
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,2,comb_noexempt,137.6953125,1764.318575621951,83.6732090324,0.0,-0.5644156930205535,1.0,32
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,2,pyin,137.6953125,1883.5051608707954,119.99583153293818,0.0,-0.5306363907049885,0.875,28
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,4,comb,137.6953125,404.82849822969933,247.15047096316118,1.0,-0.29969454163641013,1.0,32
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,4,comb_noexempt,137.6953125,2309.667190007255,62.912585091574705,0.0,0.6811596137197163,1.0,32
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,6,comb,137.6953125,376.63324488768944,316.0857738375452,1.0,0.37975250932739335,1.0,32
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R2.WAV,6,comb_noexempt,137.6953125,2236.7510846572823,88.69500340985411,0.0,0.5508377279274442,1.0,32
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,0,comb,139.6484375,445.9511927247803,323.78607023221014,1.0,0.4152919144788044,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,0,comb_noexempt,139.6484375,2342.2456277507017,68.07974596678113,0.0,0.23520200496763957,0.9333333333333333,28
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,0,pyin,139.6484375,58.57801127097222,58.57801127097222,1.0,0.8976873550283626,0.9666666666666667,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,2,comb,139.6484375,435.45912468483704,326.1500103975259,1.0,0.5342712906247292,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,2,comb_noexempt,139.6484375,1872.2006604570138,163.62462147241914,0.0,0.5853218907991745,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,2,pyin,139.6484375,1916.121004054408,149.73943622964515,0.0,-0.5237352645869575,0.8666666666666667,26
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,4,comb,139.6484375,695.2633409333505,402.065370306722,0.0,0.5677413685450885,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,4,comb_noexempt,139.6484375,2352.822578354064,65.74979347757815,0.0,0.2105116490223852,0.9333333333333333,28
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,4,pyin,139.6484375,360.33161134199077,360.33161134199077,1.0,0.7204240867528798,0.4,12
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,6,comb,139.6484375,715.7218715489608,398.4467529577594,0.0,0.6649984526993347,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-2_R3.WAV,6,comb_noexempt,139.6484375,2230.396050130488,153.96808224358836,0.0,0.7407519999133919,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,0,comb,146.484375,371.97331793075796,290.34483552510227,1.0,-0.14406842439361361,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,0,comb_noexempt,146.484375,65.82789125582715,64.31432965179997,1.0,0.5528073697426514,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,0,pyin,146.484375,49.48364196362952,39.37146370346764,1.0,0.8349326857253436,0.9655172413793104,28
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,2,comb,146.484375,316.9804309569205,234.05265614676844,1.0,-0.5312236486863777,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,2,comb_noexempt,146.484375,1665.6333051478668,200.45231234830976,0.0,0.12419032736514937,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,2,pyin,146.484375,2089.2796276326753,158.21144180031854,0.0,-0.6359886859790552,0.3448275862068966,10
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,4,comb,146.484375,249.4455032008712,224.14654876917683,1.0,0.5265237453411631,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,4,comb_noexempt,146.484375,1508.935781389034,181.26326036730632,0.0,-0.6584721578464305,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,6,comb,146.484375,970.5490034048541,302.58770040872366,0.0,0.26683266056360666,1.0,29
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-3_R2.WAV,6,comb_noexempt,146.484375,2164.3300359444456,139.2005218729569,0.0,0.30476703198698046,0.896551724137931,26
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,0,comb,139.6484375,442.175456309617,308.567347331365,1.0,0.1344889306862921,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,0,comb_noexempt,139.6484375,237.40718444939765,115.16557953104177,1.0,0.7125445702771914,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,0,pyin,139.6484375,36.5510222121691,36.5510222121691,1.0,0.9585550868886243,0.7666666666666667,23
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,2,comb,139.6484375,442.1480097064292,322.79461774817685,1.0,0.144847162842174,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,2,comb_noexempt,139.6484375,1637.4579981807037,195.15414064117843,0.0,0.220718393430298,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,2,pyin,139.6484375,37.2285132349692,37.2285132349692,1.0,0.5643193853517439,0.26666666666666666,8
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,4,comb,139.6484375,452.70085397362374,323.43546073763275,1.0,0.4064363120420056,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,4,comb_noexempt,139.6484375,1606.7513806341922,211.92874375517854,0.0,0.6457007556973202,0.9333333333333333,28
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,6,comb,139.6484375,454.5593681494071,321.9668597219844,1.0,0.10866430313461824,1.0,30
lions,lions/Biologger Roars Expanded (500ms)/JMO-3-4_R2.WAV,6,comb_noexempt,139.6484375,2293.8284887406653,88.36512423011699,0.0,0.8152334884134703,0.9666666666666667,29
